x,y
15.075,5097
15.525,96
15.975,80
16.425,81
16.875000000000004,77
17.325000000000003,85
17.775000000000002,69
18.225,76
18.675,73
19.125000000000004,68
19.575000000000003,79
20.025000000000002,76
20.475,62
20.925,49
21.375000000000004,60
21.825000000000003,46
22.275000000000002,49
22.725,56
23.175,61
23.625000000000004,51
24.075000000000003,69
24.525000000000002,58
24.975,53
25.425,55
25.875000000000004,53
26.325000000000003,53
26.775000000000002,54
27.225,61
27.675,39
28.125000000000004,44
28.575000000000003,28
29.025000000000002,50
29.475,44
29.925,36
30.375000000000004,28
30.825000000000003,18
31.275000000000002,42
31.725,28
32.175,33
32.625,25
33.075,29
33.525000000000006,29
33.975,27
34.425000000000004,22
34.875,23
35.325,16
35.775000000000006,27
36.225,21
36.675000000000004,15
37.125,17
37.575,21
38.025000000000006,15
38.475,20
38.925000000000004,15
39.375,19
39.825,21
40.275000000000006,34
40.725,26
41.175000000000004,38
41.625,28
42.075,22
42.525000000000006,25
42.975,20
43.425000000000004,19
43.875,13
44.325,24
44.775000000000006,24
45.225,20
45.675000000000004,22
46.125,19
46.575,13
47.025000000000006,22
47.475,14
47.925000000000004,15
48.375,11
48.825,16
49.275000000000006,17
49.725,7
50.175000000000004,21
50.625,13
51.075,16
51.525000000000006,16
51.975,11
52.425000000000004,14
52.875,8
53.325,11
53.775000000000006,6
54.225,7
54.675000000000004,7
55.125,8
55.575,9
56.025000000000006,10
56.475,6
56.925000000000004,11
57.375,7
57.825,3
58.275000000000006,12
58.725,13
59.175000000000004,11
59.625,6
60.075,370
