x,y
15.075,13
15.525,25
15.975,17
16.425,21
16.875000000000004,15
17.325000000000003,18
17.775000000000002,11
18.225,14
18.675,15
19.125000000000004,14
19.575000000000003,12
20.025000000000002,13
20.475,10
20.925,6
21.375000000000004,9
21.825000000000003,10
22.275000000000002,13
22.725,5
23.175,6
23.625000000000004,4
24.075000000000003,7
24.525000000000002,7
24.975,9
25.425,7
25.875000000000004,5
26.325000000000003,8
26.775000000000002,4
27.225,10
27.675,4
28.125000000000004,6
28.575000000000003,7
29.025000000000002,6
29.475,3
29.925,8
30.375000000000004,5
30.825000000000003,3
31.275000000000002,8
31.725,8
32.175,5
32.625,6
33.075,6
33.525000000000006,10
33.975,5
34.875,3
35.325,2
36.225,1
36.675000000000004,7
37.125,4
37.575,2
38.025000000000006,1
38.475,4
38.925000000000004,5
39.375,6
39.825,8
40.275000000000006,4
40.725,6
41.175000000000004,5
41.625,2
42.075,3
42.525000000000006,3
42.975,1
43.425000000000004,4
43.875,4
44.325,3
44.775000000000006,1
45.225,1
45.675000000000004,4
46.125,1
46.575,3
47.025000000000006,5
47.475,2
48.375,2
48.825,3
49.275000000000006,2
49.725,2
50.175000000000004,1
50.625,3
51.075,5
51.525000000000006,5
51.975,3
52.425000000000004,3
52.875,3
53.325,1
53.775000000000006,1
54.225,4
54.675000000000004,1
55.125,2
55.575,1
56.025000000000006,4
56.925000000000004,6
57.375,2
57.825,1
58.275000000000006,2
58.725,3
59.175000000000004,1
60.075,126
