0,-10
0,10
0,30
0,50
0,70
0,90
0,110
1,130
1,150
6,170
5,190
8,210
16,230
32,250
38,270
45,290
61,310
81,330
75,350
85,370
97,390
97,410
109,430
138,450
123,470
117,490
125,510
133,530
136,550
129,570
131,590
173,610
126,630
135,650
111,670
124,690
110,710
134,730
94,750
96,770
116,790
104,810
108,830
96,850
111,870
93,890
95,910
84,930
87,950
72,970
84,990
74,1010
87,1030
61,1050
65,1070
46,1090
40,1110
47,1130
43,1150
35,1170
30,1190
29,1210
26,1230
35,1250
24,1270
18,1290
21,1310
24,1330
18,1350
24,1370
15,1390
14,1410
12,1430
13,1450
15,1470
10,1490
10,1510
6,1530
7,1550
5,1570
10,1590
5,1610
2,1630
4,1650
4,1670
2,1690
2,1710
2,1730
3,1750
3,1770
3,1790
1,1810
1,1830
1,1850
1,1870
0,1890
2,1910
2,1930
0,1950
1,1970
0,1990
2,2010
