x,y
15.075,59
15.525,96
15.975,54
16.425,62
16.875000000000004,61
17.325000000000003,51
17.775000000000002,47
18.225,51
18.675,52
19.125000000000004,41
19.575000000000003,29
20.025000000000002,30
20.475,26
20.925,33
21.375000000000004,33
21.825000000000003,20
22.275000000000002,26
22.725,20
23.175,21
23.625000000000004,20
24.075000000000003,17
24.525000000000002,18
24.975,25
25.425,19
25.875000000000004,11
26.325000000000003,22
26.775000000000002,14
27.225,19
27.675,15
28.125000000000004,15
28.575000000000003,14
29.025000000000002,12
29.475,9
29.925,14
30.375000000000004,13
30.825000000000003,15
31.275000000000002,13
31.725,13
32.175,12
32.625,11
33.075,10
33.525000000000006,14
33.975,12
34.425000000000004,2
34.875,8
35.325,7
35.775000000000006,4
36.225,4
36.675000000000004,15
37.125,8
37.575,6
38.025000000000006,5
38.475,12
38.925000000000004,8
39.375,9
39.825,12
40.275000000000006,9
40.725,8
41.175000000000004,10
41.625,2
42.075,6
42.525000000000006,6
42.975,7
43.425000000000004,6
43.875,10
44.325,4
44.775000000000006,6
45.225,3
45.675000000000004,6
46.125,4
46.575,7
47.025000000000006,9
47.475,4
48.375,5
48.825,9
49.275000000000006,4
49.725,4
50.175000000000004,4
50.625,4
51.075,7
51.525000000000006,9
51.975,3
52.425000000000004,7
52.875,4
53.325,3
53.775000000000006,6
54.225,6
54.675000000000004,4
55.125,3
55.575,3
56.025000000000006,4
56.925000000000004,7
57.375,5
57.825,3
58.275000000000006,2
58.725,3
59.175000000000004,2
59.625,1
60.075,211
