x,y
15.075,12347
15.525,16698
15.975,14902
16.425,13570
16.875000000000004,11906
17.325000000000003,10722
17.775000000000002,9614
18.225,8710
18.675,7742
19.125000000000004,6988
19.575000000000003,6516
20.025000000000002,5883
20.475,5400
20.925,4729
21.375000000000004,4355
21.825000000000003,4192
22.275000000000002,3764
22.725,3312
23.175,3226
23.625000000000004,3053
24.075000000000003,2866
24.525000000000002,2676
24.975,2544
25.425,2392
25.875000000000004,2266
26.325000000000003,2120
26.775000000000002,2051
27.225,2026
27.675,1808
28.125000000000004,1759
28.575000000000003,1708
29.025000000000002,1580
29.475,1564
29.925,1478
30.375000000000004,1375
30.825000000000003,1461
31.275000000000002,1296
31.725,1245
32.175,1276
32.625,1206
33.075,1194
33.525000000000006,1089
33.975,1095
34.425000000000004,1057
34.875,1023
35.325,993
35.775000000000006,1070
36.225,990
36.675000000000004,954
37.125,889
37.575,886
38.025000000000006,845
38.475,832
38.925000000000004,847
39.375,802
39.825,737
40.275000000000006,765
40.725,774
41.175000000000004,738
41.625,697
42.075,708
42.525000000000006,692
42.975,661
43.425000000000004,622
43.875,698
44.325,573
44.775000000000006,570
45.225,563
45.675000000000004,582
46.125,563
46.575,523
47.025000000000006,561
47.475,484
47.925000000000004,503
48.375,516
48.825,522
49.275000000000006,477
49.725,476
50.175000000000004,488
50.625,461
51.075,460
51.525000000000006,466
51.975,469
52.425000000000004,412
52.875,397
53.325,413
53.775000000000006,382
54.225,388
54.675000000000004,381
55.125,356
55.575,349
56.025000000000006,326
56.475,392
56.925000000000004,362
57.375,328
57.825,368
58.275000000000006,356
58.725,287
59.175000000000004,306
59.625,307
60.075,21572
